,cycle,ambient_temperature,datetime,sense_current,battery_current,battery_impedance,rectified_impedance,Re,Rct
50,51,24,2008-04-26 06:53:34,(821.1674194335938-20.971372604370117j),(337.5350036621094-98.46241760253906j),(0.1558911966079942-0.12416875731575355j),(0.08426496105377124-0.0014126908574418828j),0.06334074841835481,0.08443325960211569
51,52,24,2008-04-26 10:26:36,(820.4456176757812-21.958242416381836j),(339.08685302734375-98.55021667480469j),(0.15334632629863704-0.1232743470453964j),(0.08599007963077022-0.001003965431554919j),0.06261533272747599,0.0839721783477321
52,53,24,2008-04-29 13:12:54,(819.7188720703125-20.88956069946289j),(337.51544189453125-97.7877197265625j),(0.15499569524945364-0.12402586230768863j),(0.08376647255362381-0.001986610323803147j),0.0659851482712769,0.08205908433058269
53,54,24,2008-04-29 16:33:38,(815.6766357421875-22.827157974243164j),(342.91693115234375-97.96184539794922j),(0.14676376643768688-0.12406518962611307j),(0.08185385401048625-0.0016318615934952038j),0.0645724621588098,0.08034229300933068
54,55,24,2008-04-29 18:02:21,(819.369873046875-22.873153686523438j),(338.495849609375-97.36544799804688j),(0.15423844900796432-0.123834881075125j),(0.08433407629813072-0.001813879209078813j),0.06584265367322818,0.08228467898593818
55,56,24,2008-04-29 21:28:15,(817.2041625976562-21.354843139648438j),(342.14776611328125-97.75204467773438j),(0.1484981950183848-0.12325049636551041j),(0.08189039676039847-0.0012673152612896535j),0.06368615846693702,0.08236363977175419
56,57,24,2008-04-29 22:56:30,(820.6689453125-19.1988468170166j),(338.9620361328125-99.74678802490234j),(0.15487947351736073-0.12285713358207354j),(0.08400891306742753-0.0008455727065792442j),0.06586299475840429,0.08404816384807184
57,58,24,2008-04-30 02:12:05,(818.9044799804688-22.923175811767578j),(338.804443359375-96.61064147949219j),(0.15384215862198433-0.1252824556766939j),(0.08361398292720204-0.0013441132815959311j),0.06291209789909709,0.08214102281998399
58,59,24,2008-04-30 03:40:03,(820.4837646484375-21.52592658996582j),(337.59796142578125-98.2838134765625j),(0.15515050457701973-0.12453884965786735j),(0.08481507921050327-0.0015883451235365967j),0.06445446289569287,0.08372729247372598
59,60,24,2008-04-30 07:09:52,(819.0650024414062-21.722219467163086j),(340.7872009277344-96.70411682128906j),(0.1520327086942277-0.12553607117707713j),(0.08484394919502125-0.001883721424369741j),0.06366741172107057,0.08296956725555057
60,61,24,2008-04-30 08:37:42,(821.836181640625-21.45501708984375j),(337.8041076660156-96.9098129272461j),(0.15512818566487804-0.12454090722424188j),(0.08384668374769531-0.001766204926045556j),0.06449971024722613,0.08439116060930645
61,62,24,2008-04-30 11:56:59,(819.44287109375-22.440711975097656j),(337.8956298828125-96.06163024902344j),(0.15500975466339675-0.12600359439975173j),(0.08604210136645465-0.0014987092656163282j),0.06454586928056331,0.08390558187210605
62,63,24,2008-04-30 13:24:39,(820.8654174804688-17.95940589904785j),(335.3182067871094-100.71769714355469j),(0.1583515396889897-0.12284193284857348j),(0.08705669206438958-0.002431261850681036j),0.06462222077599941,0.08347874261289515
63,64,24,2008-04-30 16:48:25,(819.1962280273438-21.717941284179688j),(340.77569580078125-96.68901062011719j),(0.1522634654951984-0.1250810134704768j),(0.08415735613702009-0.0018764017398855465j),0.06441730776729335,0.08332080296168762
64,65,24,2008-04-30 18:16:07,(820.3667602539062-22.480810165405273j),(337.389892578125-94.73428344726562j),(0.1557222490678914-0.12429102121106327j),(0.08563810406670606-0.002037887600248393j),0.06535744633615422,0.08372284778321133
65,66,24,2008-04-30 21:43:03,(822.4191284179688-23.23904800415039j),(335.678955078125-95.28180694580078j),(0.15680056925438327-0.12522906808452172j),(0.08639049265973156-0.0013063885723311776j),0.06517362934686399,0.08478155339352322
66,67,24,2008-04-30 23:10:36,(823.5867919921875-22.263463973999023j),(335.5748596191406-95.58760833740234j),(0.15694619792714673-0.12488762279710007j),(0.08694270166861352-0.002187706344344338j),0.0657374096950185,0.08640081854624075
67,68,24,2008-05-01 02:43:42,(822.1087036132812-23.19526481628418j),(336.78594970703125-96.56293487548828j),(0.15686701380988047-0.12555127559103246j),(0.0852277654734284-0.0021846256728297484j),0.06359515956336817,0.08418492196132377
68,69,24,2008-05-01 04:11:07,(822.8878173828125-21.008760452270508j),(336.19854736328125-97.76079559326172j),(0.15776564394559367-0.12418981575092808j),(0.08651624405961915-0.002155815855032186j),0.06569551042223239,0.08528415424415496
69,70,24,2008-05-01 07:44:12,(825.33935546875-22.97689437866211j),(333.9471740722656-94.10433197021484j),(0.15852408287012493-0.1280864400054347j),(0.08864079446235666-0.0007858795773703078j),0.06528547500729169,0.08605041403439097
70,71,24,2008-05-01 09:11:27,(825.2925415039062-22.96492576599121j),(332.78375244140625-96.10676574707031j),(0.15929716454315845-0.12475203181795601j),(0.08770255827432326-0.001297803497980413j),0.06608858001407364,0.08697381626854853
71,72,24,2008-05-01 12:42:34,(822.6677856445312-23.162752151489258j),(334.45416259765625-94.04017639160156j),(0.1578646687562516-0.12597555065349053j),(0.08799065115059358-0.0011590093861094273j),0.06653396257005847,0.08674821993371198
72,73,24,2008-05-01 14:09:50,(825.5532836914062-20.762725830078125j),(331.04315185546875-96.94660186767578j),(0.16234743775341487-0.12556912077894616j),(0.08853755684611785-0.0016343038331426741j),0.0673918549622027,0.0861118887620564
73,74,24,2008-05-01 17:39:20,(824.4785766601562-24.013845443725586j),(333.9363708496094-94.05937957763672j),(0.15836841625972045-0.12670897587362656j),(0.08914656212066241-0.001355137404711929j),0.06634112534272091,0.08720558299891104
74,75,24,2008-05-01 19:06:26,(822.5577392578125-22.51038932800293j),(336.6692199707031-95.11387634277344j),(0.15834219301077257-0.12531341573119106j),(0.08681124627761155-0.0018040422621703547j),0.0671457542138853,0.08632770749811566
75,76,24,2008-05-01 22:38:24,(824.8338623046875-25.302331924438477j),(333.9382629394531-93.15238189697266j),(0.16113350883821353-0.12774666027394074j),(0.08906743594851439-0.0006869068046381664j),0.06590996191117977,0.08712834097374948
76,77,24,2008-05-02 00:05:31,(825.6797485351562-23.767650604248047j),(334.93609619140625-96.59716033935547j),(0.15929186054580435-0.12552781065291957j),(0.08677473511789127-0.0017716361886891533j),0.06656218407046685,0.0876302548566821
77,78,24,2008-05-02 03:21:43,(823.9722900390625-23.324594497680664j),(335.4568786621094-95.20011901855469j),(0.1574286881263214-0.12573152620522424j),(0.08762949382095445-0.0016619868891425639j),0.06605623626692969,0.08756285633165226
78,79,24,2008-05-02 04:48:33,(823.8524169921875-22.25507354736328j),(336.2035217285156-98.04877471923828j),(0.1587240699035288-0.12539159779200804j),(0.0897212314310426-0.0016832118566152668j),0.06683041793365703,0.0881304972895854
79,80,24,2008-05-02 08:12:49,(823.7763671875-23.99412727355957j),(334.8247985839844-93.42523193359375j),(0.15860089663367608-0.1269813148565815j),(0.08934446805403554-0.0013449993616101298j),0.06590274256382748,0.08820859113319164
80,81,24,2008-05-02 09:39:40,(825.3838500976562-22.480072021484375j),(333.40789794921875-94.88768005371094j),(0.1613378038271966-0.1262651375221336j),(0.09011668725662682-0.002366355260772856j),0.0671228648017542,0.08952481378716437
81,82,24,2008-05-02 13:11:13,(826.3587646484375-23.889324188232422j),(331.57318115234375-94.090087890625j),(0.16083422520275586-0.12875987398628946j),(0.09050320967855857-0.0021318591039529277j),0.06791172070092616,0.08831509615303365
82,83,24,2008-05-02 14:37:55,(824.3768310546875-22.080177307128906j),(332.38946533203125-96.76820373535156j),(0.16120257724366938-0.12556981389610894j),(0.08968763778589126-0.0026708164775178355j),0.06804767963498151,0.08818918574404519
83,84,24,2008-05-02 18:11:03,(825.9551391601562-25.10694122314453j),(331.54486083984375-93.18082427978516j),(0.16110800685540905-0.12825768770351406j),(0.09241196570491131-0.0011220069167124458j),0.06674377333784236,0.08857968181390717
84,85,24,2008-05-03 00:18:59,(826.8108520507812-24.686010360717773j),(333.1425476074219-93.49726104736328j),(0.16091913386663573-0.12688671152055342j),(0.0891883339188124-0.001986332107243558j),0.06787371479427354,0.08934891169767059
85,86,24,2008-05-03 03:41:16,(826.1262817382812-23.12820053100586j),(330.58062744140625-94.87290954589844j),(0.16205305623548102-0.1268903266669584j),(0.09106427776639509-0.0017134524278565116j),0.06641297510611752,0.0895032370200492
86,87,24,2008-05-03 05:07:41,(828.2432250976562-24.07427406311035j),(330.4548034667969-94.28838348388672j),(0.16139852359435217-0.12713667051934885j),(0.0908529242382389-0.0013885396211447748j),0.06842378612071928,0.0901555365219136
87,88,24,2008-05-03 08:38:27,(827.8695068359375-25.453737258911133j),(331.61102294921875-92.3229751586914j),(0.162509451165202-0.12877877673448634j),(0.09107695666850865-0.0015318348299176233j),0.06686868471567307,0.08981021390663306
88,89,24,2008-05-03 10:04:43,(826.9496459960938-23.557931900024414j),(330.4149475097656-94.01116180419922j),(0.1629835255297286-0.1274393433663435j),(0.09115849204410303-0.001660541069363724j),0.06826417312265938,0.09040770934408239
89,90,24,2008-05-03 13:32:41,(827.3341674804688-26.168941497802734j),(330.5753479003906-94.17286682128906j),(0.16155892204685487-0.12783244711924896j),(0.09212749714555732-0.0011675286443082568j),0.0675638979208385,0.09093282660720825
90,91,24,2008-05-03 14:58:49,(824.8305053710938-22.603185653686523j),(331.5834655761719-95.84080505371094j),(0.16020751582720785-0.1253351348866525j),(0.09010439478141634-0.0019570437615477865j),0.06774703943897442,0.0901563443871731
91,92,24,2008-05-03 18:26:20,(827.189208984375-25.737056732177734j),(330.9945983886719-93.3948974609375j),(0.16282658529038532-0.1285871852895184j),(0.09294235926423813-0.001780997142440914j),0.06767916633501396,0.09097518732194294
92,93,24,2008-05-03 19:52:28,(828.4989013671875-24.153274536132812j),(331.3388366699219-95.1263198852539j),(0.16267068017225408-0.1266138562542892j),(0.09083661486841703-0.002509283459761366j),0.06860934588238804,0.09068687374298401
93,94,24,2008-05-03 23:10:37,(829.3088989257812-26.540325164794922j),(329.1864013671875-91.5328598022461j),(0.16264494104313168-0.128500691689774j),(0.0927783828320952-0.0016920895465298864j),0.0679726933427561,0.09232410955240872
94,95,24,2008-05-04 00:36:36,(828.4647216796875-25.512598037719727j),(330.3713073730469-94.52545928955078j),(0.16356529933558628-0.12744519807187546j),(0.09033411671791684-0.0018800225055503684j),0.06856628257658516,0.09028017093370612
95,96,24,2008-05-04 04:09:47,(831.5866088867188-25.229299545288086j),(327.3487854003906-92.95549774169922j),(0.16497954685063487-0.12792194613159574j),(0.0924200486719531-0.0025460240639560284j),0.06833354741887734,0.09201668954083403
96,97,24,2008-05-04 05:35:36,(828.5682983398438-23.386613845825195j),(328.47802734375-93.1736831665039j),(0.1647133108707481-0.12721011111960442j),(0.09054867414067784-0.0016970772283949058j),0.06838165618496082,0.09097113788599188
97,98,24,2008-05-04 09:08:18,(830.6202392578125-27.444591522216797j),(329.87109375-91.42401885986328j),(0.16358785252362146-0.12945287948535245j),(0.09511603825175627-0.0024253731329982684j),0.06885136093381199,0.0925822548520223
98,99,24,2008-05-04 10:34:08,(831.0469360351562-23.243349075317383j),(328.84173583984375-96.6407470703125j),(0.16487911314177028-0.12693226523044412j),(0.09170091030385674-0.001746233527377039j),0.06936455209326015,0.09111307751610045
99,100,24,2008-05-04 14:06:20,(831.537109375-25.31049346923828j),(326.2728271484375-93.6214599609375j),(0.1643624759956914-0.12882208561164635j),(0.09417985151891385-0.0018310638412809988j),0.06906646906873301,0.0934909607320899
100,101,24,2008-05-04 15:32:01,(829.8135986328125-25.70038414001465j),(329.4273986816406-93.06231689453125j),(0.1632431894397371-0.12749446271266546j),(0.092858893821967-0.0019828500042298742j),0.06981284024900297,0.09154323806605419
101,102,24,2008-05-04 19:05:14,(832.5012817382812-25.50362205505371j),(326.0337219238281-92.48833465576172j),(0.16473134122714272-0.12929189973000674j),(0.09334671578072613-0.00111742904351213j),0.06870914709601504,0.09387730518518865
102,103,24,2008-05-04 20:30:47,(829.4506225585938-24.773685455322266j),(329.43212890625-94.69478607177734j),(0.1640839183805656-0.12651797070842238j),(0.09425779253116699-0.0021387812563537487j),0.06972534834514055,0.09161565328372992
103,104,24,2008-05-05 00:04:00,(831.7838134765625-25.05248260498047j),(327.5601806640625-89.69815826416016j),(0.1642909540881027-0.1300095633560906j),(0.09601279750173766-0.0024059351868508036j),0.06952595566680789,0.09418623001298362
104,105,24,2008-05-05 01:29:24,(828.564208984375-24.15764617919922j),(330.4588317871094-95.68054962158203j),(0.16358702901651415-0.1267760156116186j),(0.0917213593913157-0.0016274656383815419j),0.06923026401542158,0.09233738103251986
105,106,24,2008-05-05 04:56:20,(832.0383911132812-25.47795867919922j),(328.2111511230469-93.46144104003906j),(0.16380602653390358-0.12771130120667173j),(0.0960033070327918-0.0022215378228330877j),0.06825231466048369,0.09343980119280403
106,107,24,2008-05-05 06:21:44,(829.6187133789062-24.198822021484375j),(329.156005859375-93.55792236328125j),(0.1630726005933895-0.12727201010208375j),(0.09220107714530464-0.001401388376223665j),0.06891786116947377,0.09149357719093887
107,108,24,2008-05-05 09:54:58,(833.52734375-27.727920532226562j),(325.2882385253906-92.10769653320312j),(0.1639751512154011-0.12841900177494497j),(0.09389012212259407-0.0022114491511767776j),0.06960330384223117,0.09561343002331575
108,109,24,2008-05-05 21:33:38,(832.0556030273438-24.012147903442383j),(326.9732360839844-94.1641616821289j),(0.1656287173560117-0.1269320831325467j),(0.09384292750836405-0.00256419778744582j),0.07057714520177544,0.0924269028093456
109,110,24,2008-05-06 01:06:52,(832.1150512695312-24.296667098999023j),(325.4684753417969-91.82315063476562j),(0.16488081591774276-0.1282772353140202j),(0.09618554687957778-0.0021359797145947055j),0.06944383967261045,0.09508674404018921
110,111,24,2008-05-06 02:31:59,(830.6196899414062-24.281145095825195j),(327.671630859375-94.57032012939453j),(0.16439085127296427-0.12656663140822383j),(0.09384960410601353-0.002190614464793393j),0.06983595497026351,0.09248565148585214
111,112,24,2008-05-06 06:05:11,(835.8828125-27.21169662475586j),(322.0907287597656-90.23261260986328j),(0.16456596342511703-0.12792676872693565j),(0.09368384312885428-0.001967852373675596j),0.0692409257238966,0.09541147475162996
112,113,24,2008-05-06 07:30:10,(830.7943725585938-23.325458526611328j),(328.53582763671875-96.98571014404297j),(0.16573852913901868-0.12664594737959914j),(0.09357132851257689-0.0011854526201841807j),0.06990013486335687,0.09343565348198297
113,114,24,2008-05-06 10:53:26,(833.6759033203125-26.22634506225586j),(325.5670471191406-93.81470489501953j),(0.16422129488820963-0.1287695234629491j),(0.09711991972648125-0.0025454731357357095j),0.07018023704211739,0.09580053634249773
114,115,24,2008-05-06 12:18:26,(831.3492431640625-25.311681747436523j),(328.0194091796875-93.88240051269531j),(0.16357686875949337-0.1272188866483888j),(0.0941656981482895-0.002296880834715184j),0.07073773149658581,0.09452066543188685
115,116,24,2008-05-06 15:51:41,(833.4314575195312-26.912181854248047j),(325.597412109375-90.77650451660156j),(0.16491822376545567-0.12905253373993517j),(0.09727439747801583-0.002260253277396558j),0.07032112501568692,0.09530176637205882
116,117,24,2008-05-06 17:16:40,(831.3231811523438-24.0356502532959j),(327.4469299316406-94.56349182128906j),(0.16451939795367912-0.12700258513300972j),(0.0929165993056184-0.00260971938308461j),0.07084182825182998,0.09379226536803063
117,118,24,2008-05-06 20:49:54,(832.4931640625-24.823055267333984j),(326.5902404785156-93.13699340820312j),(0.1652106820805907-0.12856409462718424j),(0.09687449046494066-0.002781697906084264j),0.06930780981897802,0.09454813120638911
118,119,24,2008-05-06 22:14:45,(832.2738647460938-25.366634368896484j),(325.3744812011719-93.72834014892578j),(0.16473374228532364-0.12715548367652826j),(0.09563313326208898-0.002441979414131268j),0.07177894475349142,0.09233933765862073
119,120,24,2008-05-07 01:45:30,(834.9793090820312-28.277206420898438j),(322.71820068359375-89.0220718383789j),(0.16364213106940087-0.13047604680761082j),(0.09684721713095079-0.0014697949746971548j),0.07066012489753228,0.09558033908197718
120,121,24,2008-05-07 03:10:20,(828.64990234375-24.70271110534668j),(329.0259094238281-93.51484680175781j),(0.1642819556036398-0.12821393867407122j),(0.09405676372746645-0.002657304777498932j),0.07090729696873323,0.0926979751716576
121,122,24,2008-05-07 06:32:06,(834.8609008789062-27.83557891845703j),(322.6167297363281-90.65765380859375j),(0.1641855950618885-0.12883164651932982j),(0.09734420732272142-0.0023785211484267836j),0.07048796563268331,0.09637484690828765
122,123,24,2008-05-07 07:56:39,(833.6133422851562-25.170976638793945j),(326.7566833496094-91.75257110595703j),(0.1662857417717143-0.1276356377055369j),(0.09620331398875424-0.001775176991901163j),0.07018463941503206,0.09351139693183291
123,124,24,2008-05-07 11:29:54,(837.4004516601562-29.085716247558594j),(322.2159729003906-88.49032592773438j),(0.16492389290257045-0.13010253395435234j),(0.0998418945195421-0.0024643358699379956j),0.071253157527167,0.09693308592499948
