,cycle,ambient_temperature,datetime,sense_current,battery_current,battery_impedance,rectified_impedance,Re,Rct
18,19,24,2008-04-20 20:35:56,(-1+1j),(-1+1j),(-0.10642027087133284-0.3798826648003714j),(0.060159468382466684-0.0005666149915739585j),0.03789058841967389,0.06032875855026001
19,20,24,2008-04-20 22:16:35,(-1+1j),(-1+1j),(-2.352305022283574+1.7987538592953485j),(0.0810474124552638-0.00270673799408213j),0.040097248859574955,0.07288145197811349
20,21,24,2008-04-21 02:00:19,(845.8917236328125-26.709491729736328j),(204.27499389648438-70.5557632446289j),(0.1720634887122249+0.0690848309399939j),(0.06101371829263232+0.0002667359552695701j),0.03715722957533256,0.06103479269674707
21,22,24,2008-04-21 03:26:58,(-1+1j),(-1+1j),(2.5381005819928073+0.4604043303951522j),(0.08267729631371402-0.0028060320096318504j),0.04119201955867326,0.06848356653346994
22,23,24,2008-04-22 16:33:03,(830.4205322265625-26.212936401367188j),(327.4617004394531-94.07630157470703j),(0.16150682217217893-0.1192025465104301j),(0.06931148470623336-0.0016479997817797228j),0.04105669646645134,0.07065997133250308
23,24,24,2008-04-22 19:54:32,(825.382080078125-26.364194869995117j),(333.13519287109375-93.63714599609375j),(0.15071499378859574-0.12071007736486912j),(0.0657381628374108-0.0004016208517348103j),0.041759405414555945,0.06445608820977453
24,25,24,2008-04-22 21:24:34,(832.227783203125-23.867435455322266j),(325.70147705078125-95.9951400756836j),(0.16117027193584793-0.11905734790886258j),(0.06775178584583966-0.0010409828136289402j),0.04119459773687198,0.07022095542831697
25,26,24,2008-04-23 00:46:24,(826.2378540039062-24.778356552124023j),(331.15142822265625-92.92703247070312j),(0.1530110450396809-0.11987184373581078j),(0.06518349588566887-0.0005243928720832363j),0.04232704798626884,0.06414150947613172
26,27,24,2008-04-23 02:16:08,(830.3917236328125-21.92609214782715j),(330.02294921875-94.65730285644531j),(0.15583659130326413-0.11924274047312614j),(0.06513179187922415-0.0004370858385496556j),0.03996874022966617,0.06812474119697177
27,28,24,2008-04-23 05:46:32,(824.3843994140625-26.393707275390625j),(335.41241455078125-91.51222229003906j),(0.14863745177355003-0.12085300492885173j),(0.06382122841943731-0.0003119308345380611j),0.03967286398299121,0.06333755034552216
28,29,24,2008-04-23 07:16:07,(827.26953125-24.060840606689453j),(330.2539978027344-94.5363998413086j),(0.154902970401806-0.1188987597838475j),(0.06791431432471813-0.000894034114011002j),0.03979410788978178,0.06877945536158117
29,30,24,2008-04-23 10:36:13,(824.02099609375-27.240535736083984j),(331.65020751953125-92.10403442382812j),(0.1508953133563485-0.1197527502116282j),(0.0633689550012718+0.00017927865014412593j),0.04046536725285732,0.06397225205950727
30,31,24,2008-04-23 12:05:30,(828.4489135742188-25.003774642944336j),(331.6905212402344-93.54024505615234j),(0.1539578392456804-0.12038207765264944j),(0.06647057773504861-0.0007369300812655548j),0.04093901824195282,0.06675223084774302
31,32,24,2008-04-23 15:34:37,(825.699951171875-26.705215454101562j),(333.1186828613281-90.2059555053711j),(0.14990832085139316-0.12032035923854964j),(0.06280738151714424-5.855252338192325e-05j),0.04083099544598788,0.06292223531520325
32,33,24,2008-04-23 17:03:55,(826.8838500976562-23.771757125854492j),(330.3127746582031-94.16690063476562j),(0.15463156857222976-0.11948266938989306j),(0.06595212522684314-0.0004511340769456247j),0.041067363565729334,0.0662850303940424
33,34,24,2008-04-23 20:31:10,(823.6284790039062-26.148000717163086j),(335.4592590332031-94.59625244140625j),(0.1477904160805379-0.11962154829785673j),(0.06489321254224725-5.1320713676501986e-05j),0.04078701229987664,0.06338858492819599
34,35,24,2008-04-23 22:00:19,(829.4324340820312-23.91423225402832j),(328.93115234375-94.91146087646484j),(0.15684550390606083-0.11987840526693185j),(0.06822465349075166-0.0008118581511833702j),0.041661708894818184,0.06816357758679417
35,36,24,2008-04-24 01:19:46,(825.2728881835938-24.97705078125j),(333.9382019042969-93.67012786865234j),(0.15100100554928145-0.12049118922258596j),(0.06580697373368079-0.00017967012761022669j),0.03981735939635393,0.06446689612483536
36,37,24,2008-04-24 02:48:35,(826.7469482421875-23.065950393676758j),(333.7757568359375-96.5469970703125j),(0.1523984358972589-0.11725200343426743j),(0.06524664803656-0.0013750454003382882j),0.040333531003242,0.06552022262244311
37,38,24,2008-04-24 06:18:12,(823.6470947265625-25.755748748779297j),(335.95263671875-94.4930191040039j),(0.14731178334312026-0.11965518883030776j),(0.06384919045903781-0.00035839518317713884j),0.03879098770177327,0.06280987925671022
38,39,24,2008-04-24 07:46:53,(829.0503540039062-25.942947387695312j),(329.28778076171875-93.57512664794922j),(0.15344016882640069-0.1191168324071062j),(0.06448079540602351-0.00016783694429362537j),0.039800320946257906,0.06501329487260551
39,40,24,2008-04-24 11:17:36,(827.5860595703125-26.634349822998047j),(332.0138244628906-93.46026611328125j),(0.1540559321188648-0.12088229277874309j),(0.0644468639932943-0.0005673342835064545j),0.04135849902166442,0.06409309629130175
40,41,24,2008-04-24 12:46:08,(825.9067993164062-22.360877990722656j),(333.9959411621094-98.34081268310547j),(0.151506400836554-0.11889038327887815j),(0.06677098366748135-0.000589560193585991j),0.04068161380288319,0.06480202845662458
41,42,24,2008-04-24 16:14:07,(825.3307495117188-25.475399017333984j),(331.4104919433594-93.75081634521484j),(0.15083956762878495-0.1195460700756535j),(0.0639052504435612-0.001009941594585261j),0.04198813216408782,0.06290743673977844
42,43,24,2008-04-24 17:42:40,(826.08203125-23.980148315429688j),(333.4034423828125-94.26599884033203j),(0.1514960938115013-0.11830215299453668j),(0.0636369526038258-0.0005365161142546148j),0.04069176276675313,0.06403224799847893
43,44,24,2008-04-24 21:06:22,(822.296875-28.814748764038086j),(336.7413635253906-88.1627197265625j),(0.1473416052585286-0.12044204392986263j),(0.0632064546885573+0.00022426429704274279j),0.0410635565050997,0.06183018814159419
44,45,24,2008-04-24 22:34:45,(824.9509887695312-20.881669998168945j),(334.299072265625-95.34970092773438j),(0.1496190869360864-0.11825135116814357j),(0.06480924832686642-0.0007878976738762473j),0.04036112042873984,0.06359181730010477
45,46,24,2008-04-25 01:57:07,(822.5347290039062-26.71275520324707j),(336.0246887207031-92.50802612304688j),(0.14652072015388143-0.11932944811095504j),(0.06554549859551907-0.000257533597476232j),0.0397095688006817,0.06308316873083149
46,47,24,2008-04-25 21:00:31,(833.586669921875-27.086782455444336j),(325.7703857421875-91.5694808959961j),(0.1611616721313961-0.12114015822884616j),(0.0711124480602283-0.0007784119033311323j),0.04725020480421689,0.07272586091049475
47,48,24,2008-04-26 00:32:46,(828.5179443359375-31.014873504638672j),(328.4873352050781-86.82062530517578j),(0.15670522612276377-0.12398723656677182j),(0.07085051954674397-0.00030323173854038244j),0.04658869845988432,0.06938696400889426
48,49,24,2008-04-26 02:00:52,(831.5372924804688-26.209428787231445j),(328.2164001464844-89.83287811279297j),(0.15955858844960313-0.1213270507315991j),(0.07037374147164475-0.0013550398540072691j),0.046165351746082724,0.07140516250476096
49,50,24,2008-04-26 05:25:46,(830.1760864257812-25.153339385986328j),(328.2845458984375-92.83987426757812j),(0.1581646561394629-0.12149345817854658j),(0.06922039005810175-0.000124117922807478j),0.045058966847244336,0.06928051739204368
50,51,24,2008-04-26 06:53:34,(827.9382934570312-25.703432083129883j),(329.5262756347656-89.92925262451172j),(0.15736494006104976-0.12219209862016892j),(0.06989918343392876-0.0006281994859912518j),0.04588397322290627,0.06926007196689592
51,52,24,2008-04-26 10:26:36,(830.8145141601562-27.881908416748047j),(327.76239013671875-90.93142700195312j),(0.16055727524229998-0.12309156928456305j),(0.07165894370542099-0.000642658544446996j),0.04581384765227875,0.06966533025568689
52,53,24,2008-04-29 13:12:54,(836.201171875-25.938133239746094j),(321.78350830078125-91.49024200439453j),(0.16527469926729876-0.12274444307441211j),(0.0718929783434489-0.00021684044123648278j),0.04922145778943997,0.07134263821575189
53,54,24,2008-04-29 16:33:38,(829.3876342773438-29.126432418823242j),(328.74481201171875-89.75191497802734j),(0.15894956255731688-0.12301496399770499j),(0.07152448669887349-0.000264989087605761j),0.04888655382152031,0.06968514370622465
54,55,24,2008-04-29 18:02:21,(832.3565673828125-27.724327087402344j),(325.3917541503906-90.83788299560547j),(0.1619904003740228-0.12176228017520525j),(0.06895300584248916-0.0011629288082181239j),0.0483951365393567,0.07135159504195451
55,56,24,2008-04-29 21:28:15,(830.7659912109375-27.047054290771484j),(325.6365051269531-93.87466430664062j),(0.1585969528413714-0.12094907016295732j),(0.06855424331093497-0.00016609513268514992j),0.04805522182634865,0.06988641944387855
56,57,24,2008-04-29 22:56:30,(833.4048461914062-28.41077423095703j),(325.5789794921875-90.0833511352539j),(0.16253655638799652-0.12168485093618496j),(0.07087661043519347-0.000592840959039482j),0.04880060650708679,0.07055158255812932
57,58,24,2008-04-30 02:12:05,(831.6381225585938-28.571243286132812j),(325.6106262207031-91.13445281982422j),(0.15961245422512085-0.12227352997139934j),(0.07022444657402713-0.0006034548879363441j),0.047509200748586077,0.07037254012210739
58,59,24,2008-04-30 03:40:03,(832.4445190429688-27.550647735595703j),(326.1583557128906-90.80335998535156j),(0.15960368511000775-0.1222810718761967j),(0.06980387461309344-0.0007082935376851447j),0.047771007804623865,0.07071182578495028
59,60,24,2008-04-30 07:09:52,(831.3538208007812-30.68886947631836j),(325.9766845703125-90.76004791259766j),(0.1598803702849914-0.12377700295510957j),(0.07063256214807015+0.00043533629760204997j),0.048179914298366426,0.07048007986898036
60,61,24,2008-04-30 08:37:42,(831.8422241210938-26.279727935791016j),(326.6357116699219-92.45474243164062j),(0.16042348223159852-0.12147680550982967j),(0.07247015896916116-0.0005335176844133758j),0.04807094716422849,0.07168496170621791
61,62,24,2008-04-30 11:56:59,(833.6083374023438-29.7324275970459j),(325.3888854980469-89.94379425048828j),(0.16168733691586054-0.12299770054909286j),(0.07198212411084054-0.0007144000456271693j),0.04853240735824653,0.07034952369656776
62,63,24,2008-04-30 13:24:39,(832.6024169921875-26.22913932800293j),(326.77655029296875-91.95976257324219j),(0.1600709567017836-0.12138294654373305j),(0.06850875541661214-0.00013883493449477906j),0.04812925712317766,0.07103622899681207
63,64,24,2008-04-30 16:48:25,(833.2577514648438-28.919593811035156j),(327.13006591796875-91.26949310302734j),(0.15965106671916746-0.12337653305637267j),(0.07091169439319464-0.00013770035420445864j),0.04974625536405859,0.07095960275807538
64,65,24,2008-04-30 18:16:07,(831.1055297851562-27.826717376708984j),(325.5623474121094-90.74002075195312j),(0.16015871418621114-0.12119252786356992j),(0.06954158731117084-0.00011192364861681342j),0.04905350092860657,0.0716505512430741
65,66,24,2008-04-30 21:43:03,(833.40869140625-29.515823364257812j),(324.6418762207031-91.0661849975586j),(0.16096866519024983-0.12286179790032217j),(0.07155059986380313-0.0004247990615729962j),0.04989362821249148,0.06988750479775756
66,67,24,2008-04-30 23:10:36,(831.0327758789062-28.091920852661133j),(327.93914794921875-91.06234741210938j),(0.1588314529684931-0.12205463242026186j),(0.06855404085725493-0.0011129429714977132j),0.047713850867314125,0.07104861014688077
67,68,24,2008-05-01 02:43:42,(833.1344604492188-29.414302825927734j),(325.1868896484375-88.50231170654297j),(0.16263036394133662-0.12426188716650252j),(0.07134346652726399-0.0009713450928540948j),0.04762093306188868,0.06959637470924757
68,69,24,2008-05-01 04:11:07,(833.3348999023438-27.658357620239258j),(324.6366882324219-90.27076721191406j),(0.1618162958146205-0.12229002117595993j),(0.07005970989565968-0.00015751223230127303j),0.04799398254598553,0.07155340020297168
69,70,24,2008-05-01 07:44:12,(832.8617553710938-27.83473777770996j),(324.8719787597656-91.4810791015625j),(0.16126549247692-0.12268866140961462j),(0.07133729119724228-0.0006098067663663708j),0.04647996212810349,0.07109805169409975
70,71,24,2008-05-01 09:11:27,(829.62744140625-26.133453369140625j),(329.6532897949219-92.15550994873047j),(0.15619360136646832-0.12135574389157101j),(0.07010699042448361-0.0002801439734934207j),0.04743838010781302,0.07011601815239543
71,72,24,2008-05-01 12:42:34,(832.593994140625-28.818252563476562j),(326.2096252441406-90.05162811279297j),(0.16013686629099042-0.12435313608228259j),(0.07184445063197596-0.00016705075823572062j),0.04796925031131609,0.07089251138004057
72,73,24,2008-05-01 14:09:50,(832.4015502929688-26.119216918945312j),(325.5544128417969-93.06639099121094j),(0.16160139356346473-0.12148459927460248j),(0.07136537636321-0.001256141964095504j),0.048992220667641126,0.07040814900058472
73,74,24,2008-05-01 17:39:20,(831.1649169921875-27.867046356201172j),(326.3112487792969-91.06245422363281j),(0.16013347411171328-0.12327430775153074j),(0.06980600966581782-0.00020684775812958853j),0.04822541815588505,0.07097691576307026
74,75,24,2008-05-01 19:06:26,(830.7714233398438-28.085111618041992j),(326.2508850097656-90.56254577636719j),(0.16074946912259916-0.12279666621528186j),(0.07136669731234091-0.0008373755781970464j),0.04821470056663109,0.06961687203754899
75,76,24,2008-05-01 22:38:24,(834.2628173828125-28.55895233154297j),(324.88421630859375-91.19559478759766j),(0.1627445489334124-0.12323462082111296j),(0.07112764344541474-0.0010761931502932802j),0.04908955036286932,0.07022873713037443
76,77,24,2008-05-02 00:05:31,(831.4983520507812-28.0848445892334j),(324.82421875-92.2044677734375j),(0.16162896523086281-0.12116988591929682j),(0.07190339046848057-0.0010303022542498886j),0.047912972518477946,0.06948120171428374
77,78,24,2008-05-02 03:21:43,(833.070068359375-30.58759117126465j),(324.55438232421875-89.48021697998047j),(0.1620797838968968-0.12288075121745713j),(0.07299964242278027-0.0009478703627078291j),0.048817413924019566,0.07189407403925935
78,79,24,2008-05-02 04:48:33,(830.359130859375-29.032846450805664j),(328.65826416015625-92.00840759277344j),(0.1577344560502406-0.12213247854916866j),(0.07110402286482344-0.0007187340238850051j),0.04761040788727024,0.0703612147830665
79,80,24,2008-05-02 08:12:49,(832.40673828125-28.725549697875977j),(325.4405822753906-90.31977844238281j),(0.16143115768730787-0.12407738244547535j),(0.0713942860257032-0.0008873944187184298j),0.04889219507251717,0.07012605128802055
80,81,24,2008-05-02 09:39:40,(830.3303833007812-27.669038772583008j),(328.9475402832031-91.945556640625j),(0.15858642921368743-0.12108760627624206j),(0.07048651222743527-0.0013967709533917326j),0.048347237713963785,0.07029953014036178
81,82,24,2008-05-02 13:11:13,(832.2222290039062-28.29347038269043j),(325.17041015625-89.07495880126953j),(0.16049735203747764-0.12269254107742743j),(0.07013759165685808-0.0007763219749076884j),0.04742321873077289,0.06907761875176498
82,83,24,2008-05-02 14:37:55,(833.2208251953125-28.392065048217773j),(324.79620361328125-90.14629364013672j),(0.1620463262733615-0.12210809922967376j),(0.07185455073560316-0.0007520069712362903j),0.050111225517516046,0.06960073254899966
83,84,24,2008-05-02 18:11:03,(832.72216796875-30.058149337768555j),(324.7708435058594-88.72845458984375j),(0.16292003878438727-0.12307322245168122j),(0.07101061764861896-0.0005430479511577415j),0.048460437754935325,0.0708375336017697
84,85,24,2008-05-03 00:18:59,(831.9909057617188-29.29416847229004j),(326.4754638671875-88.1021728515625j),(0.1604274072579231-0.12324411077022387j),(0.07220397962220171-0.0007250770524622223j),0.04874528416849275,0.07248947480976828
85,86,24,2008-05-03 03:41:16,(834.6656494140625-30.65899085998535j),(324.59442138671875-86.38774108886719j),(0.16304335116063642-0.12538644825044373j),(0.07206054634488875-0.0005042222157700775j),0.04890922045962195,0.07224375321168745
86,87,24,2008-05-03 05:07:41,(832.1444091796875-27.202199935913086j),(327.0865783691406-90.29837036132812j),(0.15950419177057576-0.12289353841702474j),(0.06975632134344872-0.0006264921545090552j),0.04834801429353973,0.07007227991852431
87,88,24,2008-05-03 08:38:27,(835.0125732421875-29.41429328918457j),(323.3638916015625-88.0490493774414j),(0.16391478500622944-0.1248675136938513j),(0.07350881233915611-0.0010137039823878999j),0.05049341528042814,0.0714779278737494
88,89,24,2008-05-03 10:04:43,(829.7207641601562-25.996850967407227j),(329.15081787109375-91.57488250732422j),(0.1582410567582291-0.120889648233132j),(0.07064314563729138-5.537164308910176e-05j),0.04790614551385609,0.07076656687245311
89,90,24,2008-05-03 13:32:41,(836.504638671875-30.745458602905273j),(322.46136474609375-88.05579376220703j),(0.16381493423959576-0.12304795070114952j),(0.07488353427899042-0.0011026559092367652j),0.049653807534869046,0.07281511275371025
90,91,24,2008-05-03 14:58:49,(833.7389526367188-25.530677795410156j),(324.35247802734375-91.65682220458984j),(0.16198685776570837-0.12247772718515584j),(0.07141875840021364-0.001182585715208019j),0.04815631252607322,0.07031487671206166
91,92,24,2008-05-03 18:26:20,(834.3855590820312-31.856380462646484j),(323.4715881347656-86.30137634277344j),(0.16309511613634345-0.1246703900714005j),(0.07295405782101039-0.0008659483734847293j),0.049804698569480284,0.07183693248710026
92,93,24,2008-05-03 19:52:28,(831.2512817382812-27.959035873413086j),(326.19525146484375-91.22412872314453j),(0.1616794264369542-0.12212356657632653j),(0.07074268037721763-0.00042558165481891466j),0.04871866527250497,0.07073110778960329
93,94,24,2008-05-03 23:10:37,(833.6582641601562-29.214391708374023j),(324.5437927246094-88.98062896728516j),(0.16394012610884143-0.12391315145474656j),(0.074310068315316-0.00025994729647713983j),0.04960142143548596,0.07212114083797687
94,95,24,2008-05-04 00:36:36,(832.4762573242188-25.933788299560547j),(327.18707275390625-89.95562744140625j),(0.16086300160721473-0.12195733840996625j),(0.07084963320681636-0.00013299090935060785j),0.04830978182442808,0.07064084986534173
95,96,24,2008-05-04 04:09:47,(834.2127685546875-30.1800537109375j),(323.8374328613281-90.07344055175781j),(0.16388513054434198-0.12300230180192616j),(0.07171504786566345-0.0005048023368371508j),0.04933286951263678,0.07263784411726666
96,97,24,2008-05-04 05:35:36,(831.2635498046875-31.719884872436523j),(327.2344665527344-86.22425079345703j),(0.15840653996373036-0.12377477783231348j),(0.06991641134036643-0.0007922847542748516j),0.04802200703480097,0.07107634151010893
97,98,24,2008-05-04 09:08:18,(835.18994140625-28.235021591186523j),(324.8157653808594-91.61195373535156j),(0.1627558998096741-0.1225050696844851j),(0.07356265479915197-0.0009673449116427646j),0.048245150285560964,0.07344417258506274
98,99,24,2008-05-04 10:34:08,(829.8922729492188-27.92790412902832j),(326.32916259765625-91.44483184814453j),(0.15932763125977142-0.12118034530915026j),(0.069679450251314-0.0011053905017065775j),0.04887856396815102,0.07067979605623653
99,100,24,2008-05-04 14:06:20,(835.8059692382812-28.692956924438477j),(321.4090576171875-88.92747497558594j),(0.16378102560376284-0.1237043499666372j),(0.07362416100489849-0.0005261634841073696j),0.05001512861656075,0.07381936636092858
100,101,24,2008-05-04 15:32:01,(830.1702880859375-26.75721549987793j),(327.2477722167969-91.95047760009766j),(0.15864248233695102-0.12161105075794719j),(0.07255275703341801-0.00031812032714782817j),0.04912443706060332,0.07004253090015103
101,102,24,2008-05-04 19:05:14,(831.8419799804688-31.221799850463867j),(325.3494567871094-86.71835327148438j),(0.1608567277968417-0.12489759087001573j),(0.07225031479547024-0.00036905089371582747j),0.047456705587096075,0.07255600991617446
102,103,24,2008-05-04 20:30:47,(831.4863891601562-27.9869384765625j),(327.1642150878906-90.44458770751953j),(0.16064955496946645-0.12246551819843274j),(0.07170948198230298-0.000700183331647013j),0.04893713330364649,0.07109876809149202
103,104,24,2008-05-05 00:04:00,(833.546875-30.295557022094727j),(324.6863708496094-89.06129455566406j),(0.1618582005907467-0.12471471220961079j),(0.07193793602960553-0.0005908755040348461j),0.048886406569936064,0.07289868386035867
104,105,24,2008-05-05 01:29:24,(830.5270385742188-27.1903018951416j),(328.45196533203125-90.5545425415039j),(0.15996093365134412-0.12204335320059768j),(0.07029073289892736-0.0006896060110197021j),0.04911103876049412,0.07147560174006445
105,106,24,2008-05-05 04:56:20,(835.8910522460938-29.43938446044922j),(322.2992858886719-89.99053955078125j),(0.1648913720080069-0.12258069122243319j),(0.0747617619419311-0.0007035523930797318j),0.04904240478915373,0.07202371305148902
106,107,24,2008-05-05 06:21:44,(834.4979248046875-27.454391479492188j),(326.32708740234375-91.07318115234375j),(0.16154030152588864-0.12267202987052284j),(0.07287115851298566-0.00032502339464436186j),0.05030151322042697,0.07382011728457984
107,108,24,2008-05-05 09:54:58,(834.7772216796875-30.609853744506836j),(325.1937255859375-89.39898681640625j),(0.1616700535528782-0.1236479383734423j),(0.07211348744992914-0.0007543842002613136j),0.04861981736892422,0.07223470556283451
108,109,24,2008-05-05 21:33:38,(832.9737548828125-27.563934326171875j),(326.0692138671875-90.76318359375j),(0.1605288798594408-0.12234196982790331j),(0.07380725940001445-0.0008623265829568206j),0.04858590816702541,0.07223412421622642
109,110,24,2008-05-06 01:06:52,(833.614501953125-29.671892166137695j),(326.613525390625-90.26763916015625j),(0.1609003595540631-0.12277361880600916j),(0.0750585572051946-0.001064475154438107j),0.04830739180756976,0.07449610987674748
110,111,24,2008-05-06 02:31:59,(833.0889282226562-27.281761169433594j),(324.4331359863281-93.50189208984375j),(0.16243113924068503-0.12064190120510494j),(0.07141478681927102-0.0014342190086477564j),0.04876858782226287,0.07064567543830795
111,112,24,2008-05-06 06:05:11,(835.5123291015625-29.407541275024414j),(320.68572998046875-89.62125396728516j),(0.16469739788065074-0.12416461917104676j),(0.0731118180689923-0.0004594724637621852j),0.04807714089362054,0.07403770271784743
112,113,24,2008-05-06 07:30:10,(830.7592163085938-25.973834991455078j),(326.2248229980469-92.33963775634766j),(0.16156496539305698-0.12236093706169454j),(0.07210378475123672-0.0005154355527099125j),0.04812419279863444,0.07218949222755539
113,114,24,2008-05-06 10:53:26,(835.7012939453125-28.63430404663086j),(321.7691955566406-90.49248504638672j),(0.1644695705242754-0.12343141207957566j),(0.07271964696219345-0.00012241471152025019j),0.048897202430558395,0.07193674461638987
114,115,24,2008-05-06 12:18:26,(833.1024169921875-27.484420776367188j),(325.0886535644531-90.0730972290039j),(0.16216443894989901-0.1229857957861306j),(0.07068352583924237-0.00035665091367245965j),0.048287687725557416,0.0711931915352938
115,116,24,2008-05-06 15:51:41,(836.4862060546875-30.85378646850586j),(322.7751159667969-87.9385757446289j),(0.1644139875257928-0.12415001064085762j),(0.07534312459062735-0.0005375331897527269j),0.05060519273798081,0.07400471120772745
116,117,24,2008-05-06 17:16:40,(835.1375122070312-28.42558479309082j),(323.2925109863281-88.54690551757812j),(0.16382465718374614-0.12362642264310196j),(0.07425141944844901-0.0004783171314704979j),0.0518898593763007,0.07337968785128729
117,118,24,2008-05-06 20:49:54,(837.1664428710938-32.223716735839844j),(320.4693908691406-85.94824981689453j),(0.16562142414368333-0.1260147825195474j),(0.07879094855490264-0.00053259147138281j),0.05513227508897388,0.07463188429536609
118,119,24,2008-05-06 22:14:45,(836.042724609375-29.57877540588379j),(321.6599426269531-89.07616424560547j),(0.16369695507782098-0.12283273185734356j),(0.07405080712188021-0.00020067780144577006j),0.05314810765507648,0.07419785919197229
119,120,24,2008-05-07 01:45:30,(839.0091552734375-30.994253158569336j),(321.0296630859375-89.05915069580078j),(0.16546285197472188-0.12434121192810649j),(0.07407258724383989-0.00018155827057456626j),0.052122387063300676,0.07530335771038864
120,121,24,2008-05-07 03:10:20,(834.2433471679688-28.997770309448242j),(324.7798156738281-89.5632553100586j),(0.16275923542546453-0.12230020231223288j),(0.07460870414291487-0.0009673657118192482j),0.051886743475727706,0.07331681215513984
121,122,24,2008-05-07 06:32:06,(837.646484375-28.775585174560547j),(322.5275573730469-89.96431732177734j),(0.16604725346044852-0.12342576877604498j),(0.07625130321115814-0.0010579354830240546j),0.05077571807567494,0.07496378520798935
122,123,24,2008-05-07 07:56:39,(835.2562255859375-28.58040428161621j),(322.3341369628906-90.79867553710938j),(0.163809541468578-0.12195469228712437j),(0.07519663606723-0.0016779854360883231j),0.05127880020286333,0.07413404629394856
123,124,24,2008-05-07 11:29:54,(836.07470703125-31.269210815429688j),(320.30645751953125-88.62216186523438j),(0.16673979071618963-0.12415595602997849j),(0.07647360332425501-0.0010889432469903147j),0.05126724930337932,0.07541159661766002
124,125,24,2008-05-07 12:54:18,(835.44580078125-29.45527458190918j),(322.53460693359375-89.50614166259766j),(0.165642141352127-0.12297663316421079j),(0.07456794315329952-0.0003601981492869318j),0.05162074784919272,0.07456760686704336
125,126,24,2008-05-07 16:27:34,(836.6429443359375-29.16131591796875j),(320.2014465332031-91.1805419921875j),(0.16621526608828815-0.12275815394160056j),(0.07440076926694152-3.522601058730874e-05j),0.051355678502895456,0.0749649652243977
